20
348 29712
51 32 906
51 13 410
51 29 116
51 10 573
51 5 208
51 47 70
51 34 54
51 23 748
51 6 870
51 20 153
52 19 510
52 32 326
52 39 629
52 31 113
52 40 153
52 23 885
52 21 776
52 25 477
52 24 655
52 12 108
52 38 152
52 1 605
52 11 470
52 41 729
52 46 66
53 18 408
53 2 818
53 51 248
53 52 643
53 41 610
53 23 523
53 31 437
54 13 831
54 53 508
54 10 664
54 46 903
54 51 204
54 9 957
54 17 144
54 5 723
54 24 544
54 27 78
54 35 545
54 38 619
54 50 58
54 23 974
54 8 45
54 15 234
54 40 267
54 12 771
54 11 495
54 7 662
54 48 87
54 49 946
54 25 427
54 43 977
54 4 348
54 39 867
54 36 616
54 52 92
54 45 467
54 19 546
54 32 870
54 22 672
54 28 173
54 20 506
54 16 486
55 52 724
55 40 300
55 49 494
55 25 826
55 6 420
55 31 640
55 27 907
55 5 83
55 35 840
55 9 395
55 42 171
55 4 280
55 44 844
55 43 533
55 47 158
55 39 682
55 30 126
55 36 924
55 48 688
55 34 998
55 24 507
55 50 3
55 22 162
55 37 647
55 16 595
55 21 600
55 26 566
56 34 213
56 42 762
56 52 312
56 27 674
56 19 423
56 23 138
56 54 167
56 47 706
56 17 768
56 50 357
56 11 664
56 26 504
56 28 149
56 1 528
56 46 227
56 21 664
56 18 773
56 14 945
56 15 736
56 55 692
56 35 728
57 39 874
57 42 801
58 41 110
58 12 749
58 25 656
58 27 402
58 48 301
58 15 977
58 10 864
58 32 45
58 13 634
58 54 335
58 23 975
58 22 967
58 9 279
58 6 544
58 51 550
58 28 663
58 52 521
58 55 581
58 53 743
58 31 936
58 50 75
58 16 885
58 36 739
58 37 707
58 43 347
58 34 514
58 44 399
58 42 153
58 2 920
58 57 311
58 3 23
58 40 784
58 56 287
58 7 881
58 35 974
58 26 660
58 14 323
58 49 69
58 18 72
58 39 827
58 1 588
58 46 371
58 11 611
58 4 901
58 20 39
58 19 240
58 17 799
58 47 913
58 5 469
58 29 643
58 45 330
59 34 122
59 20 937
59 14 322
59 23 609
59 41 436
59 54 484
59 28 798
59 31 991
59 16 749
59 46 812
59 11 525
59 32 214
59 48 268
59 9 172
59 13 728
59 1 5
59 29 619
59 37 874
59 45 567
59 17 364
59 39 620
59 40 3
59 25 790
59 50 379
59 3 968
59 12 271
59 22 610
59 49 788
59 53 808
59 44 298
59 36 40
59 4 488
59 24 940
59 2 77
59 7 327
59 5 763
59 26 791
59 10 765
59 52 425
59 56 348
59 18 381
59 57 948
59 19 997
59 6 522
59 38 341
60 21 96
60 25 701
60 31 672
60 9 286
60 11 713
60 45 959
60 32 806
60 20 268
60 34 548
60 56 765
60 52 262
60 39 902
60 55 760
60 23 255
60 43 36
60 8 516
60 41 594
60 17 44
60 5 11
60 35 678
60 37 458
60 24 47
60 15 762
60 33 409
61 40 485
61 46 552
61 21 352
61 14 848
61 4 454
61 45 777
61 34 963
61 41 929
61 1 252
61 13 660
61 49 765
61 3 49
61 42 774
61 57 759
61 20 204
61 11 457
61 30 831
61 31 301
61 58 797
61 23 586
61 19 884
61 25 470
61 50 609
61 17 26
61 7 200
61 43 954
61 15 69
62 58 183
62 40 123
62 41 196
62 16 516
62 27 193
62 57 474
62 42 310
62 8 704
62 45 235
62 1 141
62 11 931
62 22 802
62 25 405
62 34 315
62 31 39
62 48 675
62 56 721
62 2 573
62 24 68
62 35 75
62 19 803
62 18 774
63 20 234
63 23 157
63 54 679
63 11 510
63 14 235
63 35 314
63 53 504
63 26 824
63 36 912
63 37 644
63 59 401
63 32 622
63 42 788
63 55 146
64 34 91
64 22 817
64 30 807
64 43 74
65 64 22
65 30 830
65 42 187
65 25 788
65 39 809
65 23 257
65 38 5
65 34 321
65 7 950
65 13 67
65 41 901
65 26 657
65 28 611
65 60 488
65 9 672
65 24 604
65 20 679
66 60 616
66 25 692
66 63 87
66 34 205
66 30 341
66 44 996
66 41 45
66 24 78
66 8 394
66 23 297
66 51 912
66 29 413
66 59 213
66 31 335
66 17 529
66 3 325
66 7 905
66 10 852
66 1 380
66 28 485
66 21 682
66 65 356
66 33 83
66 55 305
66 18 263
66 26 148
66 43 610
66 27 95
66 58 769
66 15 913
66 40 582
66 14 904
66 13 407
66 47 831
66 36 462
66 12 822
66 9 249
66 56 258
66 42 479
66 32 518
66 54 184
66 11 536
66 6 733
66 53 480
66 37 160
66 57 915
66 39 702
66 22 363
66 45 635
66 50 925
66 16 851
66 5 407
66 62 791
66 4 319
66 61 307
66 19 835
66 35 575
66 49 406
66 2 680
66 46 397
66 64 530
66 38 119
66 48 126
67 63 361
67 44 901
67 24 848
67 61 780
67 17 381
67 53 783
67 64 14
67 47 754
67 9 478
67 50 508
67 57 949
67 56 823
67 43 330
67 29 768
67 60 992
67 25 324
67 3 653
67 4 56
67 20 888
67 40 869
67 12 128
67 28 825
67 34 195
67 55 347
67 39 177
67 27 967
67 31 861
67 11 29
67 10 69
67 49 12
67 62 70
67 54 649
67 21 272
67 7 592
67 14 543
67 37 276
67 8 873
67 16 664
67 2 29
67 41 243
67 52 285
67 18 497
67 26 517
67 51 920
67 36 702
67 5 117
67 46 793
67 48 443
67 65 770
67 33 782
67 6 175
67 1 993
67 45 453
67 22 400
67 35 337
68 67 478
68 39 975
68 54 436
68 60 945
68 23 174
68 20 606
68 44 731
68 57 445
68 64 201
68 55 832
68 31 94
68 53 932
68 18 34
68 59 52
68 66 391
68 65 501
68 12 446
68 49 445
68 8 823
68 11 142
68 51 264
68 25 395
68 6 19
68 33 474
68 48 110
68 14 925
68 19 78
68 35 319
68 28 493
68 42 81
68 30 295
68 41 380
68 34 557
68 62 179
69 61 119
69 54 121
69 3 591
69 12 690
69 38 908
69 11 127
69 65 626
69 41 377
69 47 862
69 5 275
69 49 617
69 45 256
69 20 15
69 23 965
69 60 715
69 53 271
69 68 265
69 26 910
69 46 973
69 56 182
69 27 550
69 35 643
69 63 488
69 1 160
69 34 631
69 66 119
69 4 435
69 2 804
69 10 758
69 51 474
69 62 560
69 33 740
69 28 84
69 9 116
69 58 295
69 15 100
69 43 276
69 42 500
69 48 189
69 7 903
69 14 915
69 36 512
69 18 579
69 13 788
69 57 742
69 39 344
69 19 115
69 44 935
69 17 703
69 55 97
69 24 398
69 31 127
69 50 482
69 30 921
69 37 956
69 59 608
69 21 332
69 29 515
69 40 629
69 64 550
69 22 983
69 32 713
69 16 630
69 8 998
69 67 861
69 25 824
70 7 923
70 30 484
70 44 771
70 56 666
70 37 204
70 24 96
70 45 422
70 49 958
70 60 390
70 51 879
70 46 214
70 63 493
70 23 958
70 1 778
70 5 254
70 34 494
70 66 498
70 2 329
70 9 117
70 39 358
70 55 997
70 52 520
70 64 923
70 14 369
70 54 987
70 20 258
71 29 386
71 27 674
71 13 314
71 1 41
71 31 1000
71 25 441
71 8 42
71 15 498
71 53 644
71 52 55
71 54 191
71 45 974
71 18 213
71 66 620
71 56 772
71 39 347
71 17 892
71 34 986
71 70 540
71 38 486
71 36 673
71 62 731
71 60 668
71 42 366
71 43 203
71 23 466
71 35 981
71 2 282
71 41 120
71 4 839
72 57 671
72 11 919
72 6 609
72 3 697
72 10 424
72 42 574
72 15 80
72 18 756
72 36 13
72 63 550
72 5 531
72 67 568
72 68 14
72 59 675
72 14 164
72 37 658
72 58 513
72 61 121
72 46 742
72 9 893
72 32 491
72 43 153
72 44 836
72 38 168
72 29 376
72 1 69
72 21 598
72 23 587
72 7 856
72 55 822
72 41 189
72 31 817
72 8 549
72 64 240
72 69 363
72 54 589
72 48 455
72 39 224
72 19 627
72 40 781
72 60 605
72 53 781
72 35 600
72 71 720
72 70 958
72 27 511
72 50 333
72 24 859
72 22 209
72 52 702
72 28 217
72 62 713
72 65 147
72 66 450
72 34 289
72 17 996
72 45 819
72 51 735
72 13 246
72 33 870
72 30 423
72 4 630
72 16 831
72 2 746
72 47 825
73 33 258
73 49 869
73 55 810
73 59 979
73 67 374
73 25 152
73 17 863
73 26 849
73 63 384
73 42 157
73 12 766
73 4 566
73 60 575
73 8 146
73 45 723
73 15 869
73 71 666
73 38 275
73 56 508
73 52 844
73 65 420
73 10 124
73 16 821
73 46 430
73 31 614
73 23 565
73 66 271
73 19 732
73 70 754
73 53 173
73 1 899
73 13 160
73 35 165
73 11 259
73 37 299
73 54 114
73 61 33
73 48 106
73 6 388
74 12 1000
74 39 973
74 68 92
74 46 853
74 2 102
74 4 378
74 56 990
74 54 836
74 31 530
74 33 114
74 8 785
74 43 827
74 17 446
74 3 333
74 44 287
74 70 92
74 50 224
74 35 517
74 20 163
74 72 786
74 66 917
74 32 577
75 73 380
75 52 242
75 43 295
75 27 660
75 66 325
75 13 918
75 25 281
75 53 217
75 42 177
75 16 301
75 71 609
75 54 658
75 63 701
75 56 878
75 9 739
75 23 361
75 10 477
75 40 665
75 17 263
75 12 570
75 68 629
75 59 517
75 6 439
75 15 122
75 58 728
75 72 736
75 7 806
75 51 658
75 64 316
75 69 682
75 45 508
75 26 766
75 37 348
75 8 763
75 39 284
75 21 971
75 44 873
75 33 53
75 32 857
75 11 364
75 57 953
75 34 810
75 65 515
75 70 723
75 30 418
75 18 275
75 2 984
75 5 879
75 38 877
75 50 44
75 47 237
76 49 677
76 36 923
76 34 247
76 1 260
76 60 660
76 51 527
76 2 303
76 40 239
76 52 153
76 59 635
76 6 731
76 25 886
76 9 676
76 37 913
76 23 468
76 46 878
76 73 356
76 10 22
76 55 529
76 7 985
76 42 980
76 3 509
76 75 641
76 72 353
76 31 772
76 26 145
76 22 267
76 4 245
76 66 683
76 16 238
76 50 622
76 61 338
76 18 425
76 19 60
76 57 42
76 8 456
76 65 73
76 74 236
76 33 93
76 62 351
76 47 665
76 64 357
76 69 392
76 35 331
76 15 290
76 58 226
76 41 77
77 33 686
77 54 432
77 14 237
77 15 346
77 59 222
77 70 2
77 12 505
77 44 960
77 5 390
77 2 179
77 66 650
77 25 675
77 64 632
77 62 995
77 58 971
77 69 84
77 37 567
77 19 140
77 41 417
77 68 957
77 72 343
77 36 358
77 43 449
77 18 922
77 31 228
77 65 913
77 46 508
77 60 341
77 1 483
77 30 812
77 75 485
77 4 997
77 40 452
77 34 739
77 23 447
77 67 608
77 8 165
77 53 525
78 31 4
78 10 994
78 35 498
78 64 139
78 25 170
78 17 720
78 50 229
78 42 791
78 70 571
78 58 312
79 26 354
79 77 223
79 17 344
79 68 624
79 5 259
79 63 29
79 60 444
79 13 521
79 21 677
79 28 677
79 38 226
79 75 746
79 59 999
79 43 159
79 19 188
79 14 95
79 35 428
79 30 607
79 12 916
79 29 379
79 47 413
79 27 404
79 48 764
79 41 582
79 22 160
79 64 577
79 49 176
79 32 220
79 20 572
79 9 977
79 52 700
79 7 170
79 45 705
79 36 926
79 50 647
79 8 501
79 4 205
79 73 207
79 67 711
79 56 427
79 74 212
79 57 311
79 72 127
79 66 836
79 76 210
79 11 669
79 51 288
79 46 16
79 61 798
79 31 322
79 44 77
79 69 745
79 65 42
79 55 854
79 40 625
79 18 541
79 23 849
79 2 199
79 3 489
79 39 584
79 10 296
79 71 718
79 78 381
80 20 395
80 30 843
80 64 333
80 75 697
80 55 151
80 12 327
80 16 541
80 50 513
80 66 957
80 58 212
80 73 241
80 25 71
80 62 762
80 35 860
80 19 59
80 72 243
80 29 989
80 44 504
81 29 671
81 45 845
81 39 240
81 53 947
81 20 154
81 73 365
81 10 589
81 24 843
81 63 77
81 25 748
81 15 875
81 56 736
81 33 217
81 57 149
81 54 392
81 34 518
81 23 709
81 14 326
81 48 962
81 7 28
81 49 312
81 70 330
81 37 2
81 9 752
81 59 881
81 11 559
81 43 394
81 16 777
81 4 675
81 60 324
81 46 491
81 35 363
81 6 649
81 62 283
81 28 822
81 52 334
82 19 458
82 40 160
82 12 539
82 16 24
82 7 881
82 31 638
82 10 91
82 6 453
82 62 649
82 81 225
82 51 837
82 26 34
82 79 915
82 30 65
82 29 458
82 58 469
82 21 880
82 22 428
82 13 620
82 69 303
82 59 20
82 32 884
82 23 982
82 9 906
82 77 659
82 44 663
82 53 406
82 33 899
82 56 497
82 15 807
82 61 647
82 45 514
82 64 460
82 73 749
82 3 601
82 20 786
82 35 818
82 42 459
82 52 964
82 39 831
82 72 858
82 50 42
82 25 370
82 48 458
82 74 369
82 68 550
82 66 279
82 2 456
82 76 122
82 37 404
82 70 955
82 65 956
82 18 54
82 49 106
82 55 970
82 78 262
82 27 778
82 38 243
82 67 345
82 11 579
82 5 50
82 75 568
82 17 79
82 24 361
82 60 394
83 73 230
83 40 287
83 47 350
83 77 102
83 57 480
83 39 681
83 18 554
83 16 829
83 74 118
83 27 662
83 35 619
83 41 162
83 23 277
83 60 235
83 9 564
83 15 41
83 71 655
83 64 717
83 1 845
83 3 206
83 49 513
83 22 317
83 75 413
83 20 29
83 61 295
83 19 213
83 43 531
83 8 133
83 17 83
83 59 864
83 44 606
83 13 93
83 29 529
83 10 791
83 65 661
83 2 524
83 31 753
83 24 690
83 30 995
83 46 686
83 38 250
83 37 586
83 6 20
83 26 915
83 11 788
83 42 557
84 35 150
85 60 450
85 58 558
85 2 606
85 43 93
85 54 45
85 70 789
85 7 619
85 41 186
85 73 733
85 78 389
85 46 67
85 55 1000
85 44 185
85 17 408
85 18 66
85 3 319
85 38 826
85 76 469
85 13 412
85 65 330
86 69 271
86 9 202
86 28 388
86 10 610
86 55 523
86 64 160
86 12 961
86 20 976
86 62 776
86 15 319
86 5 857
86 54 886
86 35 352
86 13 50
86 30 490
86 68 499
86 14 202
86 16 436
86 74 416
86 82 546
86 51 102
86 1 445
86 76 123
86 71 47
86 70 293
86 46 814
86 21 80
86 42 65
86 23 447
86 26 939
86 6 546
86 45 217
86 33 671
86 85 198
86 61 595
86 77 20
86 84 462
86 37 839
86 40 857
86 43 945
86 4 905
86 27 923
86 63 125
86 73 16
86 66 359
86 22 837
86 53 13
86 18 707
86 50 288
86 17 403
86 56 490
86 2 32
86 59 546
86 75 248
86 41 874
86 38 559
86 48 941
87 9 264
87 71 143
87 52 344
87 29 661
87 10 610
87 28 462
87 64 854
87 63 587
87 42 824
87 47 994
87 12 76
87 61 540
87 75 553
87 45 278
87 36 982
87 3 879
87 59 191
87 24 969
87 68 662
87 20 35
87 32 749
87 17 255
87 1 994
87 73 853
87 21 751
87 85 468
87 6 915
87 16 398
87 4 635
87 67 587
87 53 978
87 39 929
87 7 201
87 86 854
87 56 525
87 5 297
87 18 568
87 55 389
87 14 563
87 13 206
87 62 773
87 15 188
87 38 527
87 60 893
87 23 412
87 22 98
87 83 976
87 33 317
87 70 283
87 50 57
88 17 44
88 83 497
88 11 663
88 87 72
88 50 385
88 72 458
88 52 98
88 81 889
88 22 127
88 38 462
88 43 8
88 56 133
88 54 90
88 65 491
88 30 649
88 39 433
88 64 704
88 63 95
88 71 741
89 85 403
89 10 734
89 59 992
89 35 16
89 38 475
89 51 447
89 44 312
89 55 113
89 48 464
89 17 505
89 26 832
89 56 794
89 25 941
89 74 890
89 41 566
89 16 308
89 60 903
89 52 302
89 39 697
89 79 193
89 84 420
89 15 375
89 31 663
89 1 842
89 5 463
89 6 918
89 58 163
89 19 431
89 75 35
89 24 7
89 57 2
89 20 361
89 23 611
89 64 895
89 82 23
90 11 98
90 46 94
90 1 286
90 52 497
90 13 726
90 28 632
90 56 158
90 12 163
90 79 902
90 24 22
90 62 928
90 89 768
90 15 164
90 67 798
90 47 185
90 17 816
90 54 552
90 53 320
90 9 23
90 26 712
90 76 930
90 14 184
90 74 753
90 84 968
90 41 343
90 73 738
90 80 617
90 21 176
90 75 103
90 3 647
90 66 535
90 39 287
90 82 847
90 59 562
90 57 542
90 35 902
90 83 725
90 51 673
90 68 583
90 63 943
90 77 912
90 37 715
90 33 793
90 18 112
90 81 417
90 32 114
90 2 509
90 69 740
90 42 59
90 16 171
90 72 267
90 40 56
90 23 539
90 20 388
90 25 845
90 6 52
90 87 307
90 19 776
90 45 463
90 4 412
90 48 66
90 50 998
90 22 726
90 27 429
91 29 3
91 4 95
91 10 736
91 53 359
91 28 624
91 21 838
91 20 349
91 3 869
91 46 222
91 47 19
91 30 923
91 57 589
91 22 126
91 72 251
91 38 692
91 90 972
91 67 297
91 1 438
91 74 437
91 16 662
91 42 920
91 5 32
91 52 238
91 2 336
91 18 677
91 71 120
91 82 587
91 73 537
91 88 195
91 25 52
91 87 179
91 44 957
91 24 431
91 34 463
91 65 224
91 51 69
91 89 603
91 41 153
91 61 326
91 37 240
91 70 885
91 64 543
91 80 536
91 54 881
91 33 478
91 83 164
91 11 280
91 6 576
91 43 637
91 63 938
91 56 441
91 40 377
91 48 296
91 14 705
91 55 484
91 68 794
91 23 984
91 77 208
91 27 884
91 12 780
91 75 812
91 81 528
91 9 164
91 8 979
91 66 242
91 15 242
91 31 969
91 7 662
91 13 780
91 76 254
91 62 300
91 59 448
91 85 840
91 19 785
91 32 552
92 46 670
92 73 991
92 37 387
92 18 511
92 12 413
92 7 623
92 50 543
92 72 844
92 71 714
92 64 406
92 53 455
92 86 646
92 6 855
92 55 475
92 45 847
92 48 721
92 60 566
92 8 611
92 30 38
92 17 777
92 33 204
92 5 338
93 3 605
93 34 328
93 63 370
93 61 760
93 62 696
93 67 525
93 26 346
93 41 751
93 16 384
93 28 111
93 49 739
93 56 747
93 50 48
93 88 55
93 23 880
93 31 569
93 65 310
93 30 65
93 46 733
93 22 570
93 40 321
93 83 875
93 47 397
93 89 673
93 32 626
93 77 343
93 13 612
93 66 340
93 59 117
93 2 619
93 15 491
93 43 345
93 71 409
93 38 255
93 14 674
93 58 227
93 60 429
93 78 837
93 87 790
93 92 493
93 91 850
93 45 162
93 64 221
93 81 832
93 52 925
93 82 605
93 72 587
93 36 961
93 25 83
93 69 826
93 17 339
93 57 862
93 18 395
93 10 122
93 1 251
93 27 143
93 35 174
93 84 824
93 79 286
93 24 69
93 37 471
93 85 863
93 55 996
93 33 870
93 11 102
93 75 880
93 70 521
93 29 971
93 19 521
93 9 45
94 64 940
94 82 94
94 92 154
94 37 982
94 39 414
94 56 471
94 93 641
94 19 288
94 18 909
94 77 889
94 7 694
94 11 655
94 81 229
94 36 745
94 66 678
94 88 847
94 89 302
94 68 612
94 20 343
94 8 884
94 27 363
94 84 228
94 28 55
95 54 30
95 12 38
95 5 302
95 80 215
95 66 218
95 43 546
95 28 678
95 91 826
95 88 341
95 55 183
95 6 104
95 72 122
95 25 992
95 92 600
95 8 862
95 56 944
95 71 508
95 67 565
95 48 70
95 87 158
95 4 17
95 89 595
95 77 222
95 27 576
95 9 532
95 90 582
95 85 141
95 49 614
95 2 53
95 69 962
95 13 577
95 93 220
95 15 459
95 14 568
95 52 161
95 20 501
95 83 890
95 3 777
95 94 784
95 29 76
95 34 110
95 16 464
95 64 182
95 65 117
95 22 735
95 58 234
95 42 97
95 17 503
95 57 19
95 24 852
95 86 148
95 68 267
95 50 964
95 39 957
95 76 685
95 18 880
95 82 649
95 21 45
95 33 814
95 63 783
95 60 394
95 62 411
95 53 682
95 70 964
95 10 54
95 47 796
95 46 923
95 41 678
95 32 830
95 35 808
95 1 791
95 11 82
95 81 395
95 7 745
96 70 788
96 14 193
96 8 807
96 49 819
96 92 31
96 6 476
96 78 692
96 10 519
96 41 470
96 46 943
96 5 635
96 3 178
96 28 344
96 88 438
96 94 593
96 67 272
96 75 421
96 24 90
96 45 472
96 86 7
96 35 175
96 20 339
96 90 84
96 65 900
96 82 669
96 69 798
96 39 562
96 84 125
96 22 225
96 19 959
96 59 271
96 74 230
97 6 37
97 32 336
97 57 813
97 30 719
97 73 623
97 90 13
97 12 765
97 47 702
97 84 732
97 44 427
97 88 470
97 4 447
97 55 610
97 85 697
97 96 901
97 31 893
97 8 794
97 10 907
97 92 825
97 29 513
97 75 381
97 39 853
97 69 575
97 95 900
97 41 1
97 89 710
97 38 192
97 94 319
97 56 384
97 27 342
97 42 252
97 7 606
97 1 89
97 77 459
97 19 252
97 63 674
97 14 640
97 87 926
97 15 953
97 54 685
97 37 82
97 40 234
97 64 592
97 60 988
97 2 353
97 67 835
97 79 887
97 70 956
97 82 480
97 46 914
97 24 942
97 59 386
97 17 288
97 66 420
97 25 977
97 62 786
97 49 554
97 23 891
97 9 141
97 80 784
97 35 107
97 16 403
97 81 836
97 50 962
97 13 678
97 61 591
97 53 700
97 71 376
97 34 324
97 76 181
98 61 809
98 41 815
98 44 992
98 52 136
98 80 727
98 36 476
98 31 908
98 16 502
98 69 261
98 82 819
98 29 657
98 21 852
98 68 562
98 89 988
98 12 352
98 64 579
98 83 983
98 11 693
98 20 207
98 71 281
98 50 377
98 17 219
98 15 991
98 72 353
98 73 528
98 87 866
98 91 415
98 30 151
98 39 845
98 9 642
98 78 630
98 51 895
98 95 645
98 46 685
98 70 556
99 28 15
99 7 809
99 5 490
99 30 976
99 63 904
99 2 832
99 90 246
99 67 767
99 51 433
99 26 278
99 98 111
99 78 1
99 36 362
99 31 549
99 20 733
99 57 518
99 97 176
99 38 131
99 73 682
99 92 905
99 59 235
99 1 327
99 72 69
99 66 988
99 11 616
99 48 695
99 89 907
99 62 598
99 91 117
99 17 385
99 34 672
99 24 749
99 16 240
99 13 367
99 3 893
99 39 318
99 25 933
99 96 977
99 54 510
99 6 669
99 37 591
99 33 213
99 40 47
99 21 549
99 44 992
99 43 740
